,estado,estadoSigla,municipio,cnes,nomeCnes,dataNotificacaoOcupacao,ofertaRespiradores,ofertaHospCli,ofertaHospUti,ofertaSRAGCli,ofertaSRAGUti,ocupHospCli,ocupHospUti,ocupSRAGCli,ocupSRAGUti,altas,obitos,ocupacaoInformada,algumaOcupacaoInformada
1685,Tocantins,TO,Araguaína,2755165,HOSPITAL DOM ORIONE DE ARAGUAINA,2021-01-02,33.0,164.0,10.0,5.0,10.0,53.0,17.0,5.0,4,0.0,0,True,True
3626,Tocantins,TO,Araguaína,3663051,HOSPITAL MUNICIPAL DE ARAGUAINA,2021-01-06,3.0,90.0,10.0,3.0,16.0,30.0,16.0,5.0,8,0.0,0,True,True
3655,Tocantins,TO,Araguaína,2600536,HOSPITAL REGIONAL DE ARAGUAINA,2021-01-06,32.0,232.0,26.0,0.0,17.0,165.0,17.0,6.0,5,0.0,0,True,True
2902,Tocantins,TO,Araguaína,7998864,INSTITUTO SINAI,2020-12-20,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,True,True
3619,Tocantins,TO,Arapoema,2494167,HOSPITAL REGIONAL DE ARAPOEMA,2021-01-05,0.0,29.0,0.0,6.0,0.0,8.0,0.0,3.0,0,0.0,0,True,True
2796,Tocantins,TO,Arraias,2792451,HOSPITAL REGIONAL DE ARRAIAS,2020-10-22,0.0,34.0,0.0,2.0,0.0,4.0,0.0,0.0,0,0.0,0,True,True
3120,Tocantins,TO,Augustinópolis,2468972,HOSPITAL REGIONAL DE AUGUSTINOPOLIS,2021-01-06,4.0,97.0,0.0,16.0,10.0,60.0,8.0,3.0,8,0.0,0,True,True
1417,Tocantins,TO,Cristalândia,2667746,HOSPITAL DE PEQUENO PORTE NSA SRA P SOCORRO CRISTALANDIA,2020-08-17,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0,True,True
2994,Tocantins,TO,Dianópolis,2786095,HOSPITAL REGIONAL DE DIANOPOLIS,2021-01-03,1.0,39.0,0.0,4.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
761,Tocantins,TO,Guaraí,2765640,HOSPITAL REGIONAL DE GUARAI,2021-01-06,2.0,58.0,0.0,16.0,0.0,13.0,0.0,0.0,0,1.0,0,True,True
3146,Tocantins,TO,Gurupi,2786109,HOSPITAL REGIONAL DE GURUPI,2021-01-05,23.0,94.0,20.0,15.0,10.0,102.0,14.0,2.0,9,0.0,0,True,True
533,Tocantins,TO,Gurupi,3332217,HOSPITAL UNIMED GURUPI,2021-01-05,0.0,23.0,3.0,0.0,0.0,22.0,6.0,1.0,0,0.0,0,True,True
493,Tocantins,TO,Miracema do Tocantins,2765659,HOSPITAL REGIONAL DE MIRACEMA,2021-01-04,3.0,71.0,0.0,12.0,0.0,17.0,0.0,2.0,0,0.0,0,True,True
1877,Tocantins,TO,Palmas,5252849,HOSPITAL DR JORGE SAADE ONCOLOGIA E ESPECIALIDADES,2021-01-06,0.0,41.0,0.0,0.0,0.0,17.0,9.0,17.0,9,1.0,0,True,True
312,Tocantins,TO,Palmas,2755157,HOSPITAL E MATERNIDADE D REGINA SIQUEIRA CAMPOS DE PALMAS,2020-11-21,20.0,78.0,0.0,2.0,0.0,161.0,20.0,0.0,0,0.0,0,True,True
2018,Tocantins,TO,Palmas,2786117,HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES,2021-01-07,70.0,409.0,41.0,20.0,20.0,280.0,74.0,0.0,16,0.0,0,True,True
743,Tocantins,TO,Palmas,6469205,HOSPITAL INFANTIL DE PALMAS,2021-01-06,6.0,32.0,0.0,3.0,0.0,31.0,0.0,2.0,0,0.0,0,True,True
1914,Tocantins,TO,Palmas,2755246,HOSPITAL OSWALDO CRUZ,2021-01-06,0.0,20.0,0.0,0.0,0.0,9.0,5.0,4.0,2,0.0,0,True,True
733,Tocantins,TO,Palmas,7373120,HOSPITAL PALMAS MEDICAL HPM,2021-01-06,0.0,134.0,10.0,0.0,0.0,26.0,8.0,11.0,6,0.0,0,True,True
1493,Tocantins,TO,Palmas,9202749,HOSPITAL SANTA THEREZA,2020-09-23,0.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0,True,True
1501,Tocantins,TO,Palmas,5144175,HOSPITAL UNIMED PALMAS,2020-10-01,0.0,71.0,10.0,0.0,0.0,32.0,2.0,0.0,7,0.0,0,True,True
2832,Tocantins,TO,Palmas,9268944,UTI HOSPITAL SANTA THEREZA,2020-11-22,0.0,2.0,8.0,0.0,0.0,0.0,10.0,0.0,1,1.0,0,True,True
501,Tocantins,TO,Paraíso do Tocantins,2755149,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,2021-01-03,5.0,89.0,0.0,35.0,0.0,18.0,0.0,2.0,0,1.0,0,True,True
665,Tocantins,TO,Pedro Afonso,2468271,HOSPITAL REGIONAL DE PEDRO AFONSO LEONICIO DE SOUSA MIRANDA,2021-01-06,0.0,32.0,0.0,8.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
1760,Tocantins,TO,Porto Nacional,3668770,HOSPITAL MATERNO INFANTIL TIA DEDE,2021-01-05,2.0,50.0,0.0,2.0,0.0,51.0,0.0,0.0,0,0.0,0,True,True
356,Tocantins,TO,Porto Nacional,2786125,HOSPITAL REGIONAL DE PORTO NACIONAL,2020-12-11,3.0,101.0,0.0,17.0,0.0,32.0,0.0,1.0,0,2.0,0,True,True
1447,Tocantins,TO,Xambioá,2647095,HOSPITAL REGIONAL DE XAMBIOA,2020-09-01,0.0,28.0,0.0,6.0,0.0,2.0,0.0,4.0,0,0.0,0,True,True
138,Acre,ac,Rio Branco,701107316460980 ,,2020-06-03,,,,,,54.0,7.0,21.0,9,0.0,0,True,True
3019,Alagoas,al,Campo Alegre,2721740,,2021-01-04,,,,,,60.0,0.0,2.0,0,0.0,0,True,True
1392,Alagoas,al,São Miguel dos Campos,980016002123992 ,,2020-07-09,,,,,,20.0,9.0,9.0,9,1.0,0,True,True
1565,Alagoas,al,São Miguel dos Campos,7996314,,2020-11-15,,,,,,6.0,0.0,2.0,0,0.0,1,True,True
3012,Amazonas,am,Borba,6572057,,2021-01-05,,,,,,12.0,0.0,3.0,0,0.0,0,True,True
2630,Amazonas,am,Manacapuru,2013134,,2020-05-06,,,,,,24.0,3.0,17.0,2,0.0,0,True,True
159,Amazonas,am,Manaus, 9634738,,2020-05-08,,,,,,8.0,0.0,6.0,0,10.0,2,True,True
1387,Amazonas,am,Manaus, 980016277537348,,2020-05-25,,,,,,46.0,0.0,4.0,0,2.0,0,True,True
1380,Amazonas,am,Manaus,704609199226520,,2020-05-26,,,,,,9.0,5.0,1.0,0,1.0,0,True,True
2653,Amazonas,am,Manaus,706408632790382,,2020-05-26,,,,,,3.0,0.0,0.0,0,0.0,1,True,True
412,Amazonas,am,Manaus,2017687,,2020-12-29,,,,,,0.0,0.0,12.0,0,0.0,0,True,True
1648,Amazonas,am,Manaus,2012766,,2020-12-29,,,,,,16.0,0.0,5.0,0,0.0,0,True,True
3003,Amazonas,am,Manaus,2017873,,2021-01-05,,,,,,0.0,0.0,14.0,0,0.0,0,True,True
637,Amazonas,am,Manaus,3368599,,2021-01-06,,,,,,0.0,0.0,18.0,0,0.0,1,True,True
723,Amazonas,am,Manaus,2012758,,2021-01-06,,,,,,27.0,0.0,27.0,0,2.0,1,True,True
1928,Amazonas,am,Manaus,5222710,,2021-01-06,,,,,,0.0,0.0,25.0,0,2.0,1,True,True
1977,Amazonas,am,Manaus,2016435,,2021-01-06,,,,,,0.0,0.0,16.0,0,0.0,0,True,True
3661,Amazonas,am,Manaus,9634738,,2021-01-06,,,,,,0.0,0.0,22.0,4,0.0,0,True,True
2649,Amazonas,am,Pauini,980016004185243,,2020-06-09,,,,,,2.0,0.0,1.0,0,0.0,0,True,True
129,Amazonas,am,Tapauá,980016283320614,,2020-06-02,,,,,,6.0,0.0,1.0,0,0.0,0,True,True
1353,Amazonas,am,Tefé,6452396,,2020-05-12,,,,,,39.0,0.0,25.0,0,9.0,3,True,True
2647,Bahia,ba,Camaçari,7562764,,2020-05-13,,,,,,10.0,21.0,0.0,5,0.0,1,True,True
1394,Bahia,ba,Camaçari,0102652	,,2020-06-30,,,,,,3.0,14.0,2.0,11,0.0,1,True,True
123,Bahia,ba,Candiba,02819147,,2020-06-04,,,,,,6.0,0.0,0.0,0,0.0,0,True,True
118,Bahia,ba,Feira de Santana,9091157,,2020-05-26,,,,,,2.0,0.0,1.0,0,0.0,0,True,True
2645,Bahia,ba,Itororó,6890091,,2020-04-23,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2683,Bahia,ba,Juazeiro,980016295544733,,2020-05-28,,,,,,29.0,9.0,2.0,0,0.0,0,True,True
2678,Bahia,ba,Jussiape,sn,,2020-05-11,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1358,Bahia,ba,Livramento de Nossa Senhora,9133585,,2020-06-03,,,,,,7.0,0.0,0.0,0,0.0,0,True,True
152,Bahia,ba,Morro do Chapéu,700802922985684,,2020-05-07,,,,,,12.0,0.0,0.0,0,0.0,0,True,True
1352,Bahia,ba,Paulo Afonso,6425380,,2020-07-02,,,,,,6.0,1.0,6.0,1,0.0,0,True,True
2646,Bahia,ba,Salinas da Margarida,7323948,,2020-04-30,,,,,,9.0,0.0,1.0,0,0.0,0,True,True
1404,Bahia,ba,Salvador,700107982294816,,2020-04-29,,,,,,164.0,15.0,1.0,0,0.0,0,True,True
2665,Bahia,ba,Salvador,980016003113818,,2020-05-26,,,,,,69.0,0.0,4.0,0,0.0,0,True,True
462,Bahia,ba,Salvador,7633149,,2021-01-02,,,,,,20.0,4.0,20.0,4,8.0,0,True,True
1426,Ceará,ce,Acarape,2373513,,2020-08-23,,,,,,1.0,0.0,0.0,0,0.0,0,True,True
772,Ceará,ce,Acaraú,186392,,2020-06-29,,,,,,0.0,0.0,0.0,0,2.0,0,True,True
2463,Ceará,ce,Aracati,9361359,,2020-04-29,,,,,,0.0,0.0,0.0,0,0.0,1,True,True
357,Ceará,ce,Aracoiaba,7396732,,2020-12-07,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2737,Ceará,ce,Aratuba,2333821,,2020-08-21,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2687,Ceará,ce,Camocim,702406590439025,,2020-08-12,,,,,,12.0,0.0,12.0,0,0.0,1,True,True
2434,Ceará,ce,Canindé,7428383,,2020-06-18,,,,,,0.0,0.0,0.0,0,2.0,0,True,True
2734,Ceará,ce,Canindé,156647,,2020-08-05,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
1567,Ceará,ce,Cascavel,107239,,2020-07-07,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2671,Ceará,ce,Caucaia,Hospital Abelardo Gadelha da Rocha ,,2020-05-28,,,,,,1.0,10.0,31.0,12,1.0,1,True,True
2746,Ceará,ce,Caucaia,2562170,,2020-06-25,,,,,,1.0,0.0,4.0,0,1.0,0,True,True
2433,Ceará,ce,Crateús,7410042,,2020-06-04,,,,,,0.0,0.0,0.0,0,3.0,0,True,True
3546,Ceará,ce,Eusébio,7103255,,2020-06-17,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
771,Ceará,ce,Fortaleza,86673,,2020-04-29,,,,,,14.0,21.0,10.0,17,1.0,2,True,True
211,Ceará,ce,Fortaleza,104477,,2020-04-30,,,,,,1.0,0.0,2.0,2,3.0,0,True,True
1147,Ceará,ce,Fortaleza,6999506,,2020-05-11,,,,,,0.0,0.0,0.0,0,30.0,0,True,True
570,Ceará,ce,Fortaleza,7360851,,2020-05-12,,,,,,0.0,0.0,0.0,0,13.0,0,True,True
1148,Ceará,ce,Fortaleza,7018800,,2020-05-12,,,,,,0.0,0.0,0.0,0,40.0,0,True,True
2428,Ceará,ce,Fortaleza,6985483,,2020-05-12,,,,,,0.0,0.0,0.0,0,37.0,0,True,True
2429,Ceará,ce,Fortaleza,7006810,,2020-05-12,,,,,,0.0,0.0,0.0,0,30.0,0,True,True
2430,Ceará,ce,Fortaleza,7274440,,2020-05-12,,,,,,0.0,0.0,0.0,0,69.0,0,True,True
2435,Ceará,ce,Fortaleza,7434308,,2020-05-12,,,,,,0.0,0.0,0.0,0,24.0,0,True,True
1442,Ceará,ce,Fortaleza,7692595,,2020-08-29,,,,,,66.0,150.0,58.0,86,7.0,4,True,True
221,Ceará,ce,Granja,7992130,,2020-06-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3555,Ceará,ce,Horizonte,7381158,,2020-07-03,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3556,Ceará,ce,Iguatu,7460953,,2020-06-19,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1403,Ceará,ce,Itapipoca,70.3403.519.6873-00,,2020-05-12,,,,,,26.0,10.0,10.0,10,0.0,0,True,True
3561,Ceará,ce,Itapipoca,7569793,,2020-06-26,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
2750,Ceará,ce,Itarema,6598668,,2020-06-23,,,,,,0.0,0.0,4.0,0,0.0,0,True,True
457,Ceará,ce,Jaguaribe,9787399,,2020-06-19,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2752,Ceará,ce,Jijoca de Jericoacoara,7890389,,2020-05-04,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1467,Ceará,ce,Juazeiro do Norte,3028429,,2020-05-05,,,,,,0.0,0.0,0.0,0,0.0,1,True,True
1642,Ceará,ce,Juazeiro do Norte,178055,,2020-06-20,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1161,Ceará,ce,Juazeiro do Norte,7501366,,2020-06-22,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
330,Ceará,ce,Juazeiro do Norte,258857,,2020-08-12,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1459,Ceará,ce,Juazeiro do Norte,133094,,2020-08-13,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1612,Ceará,ce,Maracanaú,9411798,,2020-06-23,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1634,Ceará,ce,Maranguape,6893295,,2020-06-24,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1533,Ceará,ce,Morada Nova,263672,,2020-10-23,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
327,Ceará,ce,Pacatuba,228753,,2020-09-04,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1233,Ceará,ce,Pacatuba,2372270,,2021-01-06,,,,,,2.0,1.0,1.0,0,0.0,0,True,True
1347,Ceará,ce,Pedra Branca,2327255,,2020-05-18,,,,,,3.0,0.0,1.0,0,0.0,0,True,True
2439,Ceará,ce,Quixeramobim,7710941,,2020-06-18,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
2751,Ceará,ce,Russas,7399626,,2020-06-18,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2644,Ceará,ce,Santa Quitéria,6533000,,2020-07-10,,,,,,4.0,0.0,2.0,0,1.0,0,True,True
220,Ceará,ce,Sobral,7021437,,2020-04-29,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2855,Ceará,ce,Sobral,100358,,2020-06-10,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
455,Ceará,ce,São Gonçalo do Amarante,7396805,,2020-06-17,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3055,Ceará,ce,Tauá,7396368,,2020-06-18,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2735,Ceará,ce,Tianguá,183229,,2020-06-30,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2662,Distrito Federal,df,Brasília,0010510	,,2020-07-01,,,,,,37.0,26.0,13.0,16,0.0,0,True,True
1962,Distrito Federal,df,Brasília,0252492,,2021-01-06,,,,,,11.0,67.0,11.0,67,1.0,3,True,True
2772,Espírito Santo,es,Cariacica,4044541,,2020-09-30,,,,,,6.0,0.0,1.0,0,4.0,0,True,True
1423,Espírito Santo,es,João Neiva,2403240,,2020-08-21,,,,,,1.0,0.0,0.0,0,1.0,0,True,True
163,Espírito Santo,es,São Mateus,248472,,2020-04-11,,,,,,28.0,0.0,0.0,0,0.0,0,True,True
2656,Espírito Santo,es,São Mateus,703102304376760,,2020-05-26,,,,,,18.0,0.0,0.0,0,0.0,0,True,True
2876,Espírito Santo,es,Vitória,0011745,,2020-12-13,,,,,,96.0,30.0,12.0,5,0.0,0,True,True
1563,Goiás,go,Abadia de Goiás,2361698,,2020-11-13,,,,,,0.0,0.0,1.0,0,1566.0,10,True,True
1781,Goiás,go,Acreúna,2235506,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
109,Goiás,go,Americano do Brasil,6556868,,2020-05-15,,,,,,12.0,0.0,0.0,0,0.0,0,True,True
2831,Goiás,go,Anápolis,7529368,,2020-11-22,,,,,,27.0,0.0,2.0,0,9.0,4,True,True
572,Goiás,go,Anápolis,9858741,,2021-01-05,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1043,Goiás,go,Aparecida de Goiânia,2589613,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1173,Goiás,go,Aparecida de Goiânia,9135944,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2442,Goiás,go,Aparecida de Goiânia,7777825,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3429,Goiás,go,Aparecida de Goiânia,2589621,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3430,Goiás,go,Aparecida de Goiânia,2589648,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2635,Goiás,go,Aporé,2442744,,2020-05-13,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
427,Goiás,go,Brazabrantes,2361248,,2020-12-29,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
108,Goiás,go,Buriti de Goiás,6538088,,2020-07-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1362,Goiás,go,Caldas Novas,002746891-70,,2020-05-29,,,,,,0.0,0.0,1.0,1,0.0,0,True,True
133,Goiás,go,Caldas Novas,0027468,,2020-06-09,,,,,,1.0,0.0,0.0,0,0.0,0,True,True
3543,Goiás,go,Caldas Novas,7064578,,2021-01-06,,,,,,0.0,4.0,0.0,0,0.0,0,True,True
387,Goiás,go,Campestre de Goiás,2361221,,2020-12-22,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3369,Goiás,go,Campinaçu,2383586,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2697,Goiás,go,Campos Belos,2440679,,2020-08-19,,,,,,3.0,2.0,3.0,2,91.0,6,True,True
2682,Goiás,go,Catalão,980016004201249,,2020-05-13,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2654,Goiás,go,Catalão,980016293500097,,2020-05-25,,,,,,19.0,4.0,0.0,0,1.0,0,True,True
2445,Goiás,go,Cristalina,7924801,,2021-01-06,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
308,Goiás,go,Formosa,6722253,,2020-11-18,,,,,,4.0,0.0,0.0,0,0.0,0,True,True
3548,Goiás,go,Goianésia,7138776,,2021-01-06,,,,,,0.0,0.0,1.0,0,0.0,0,True,True
3672,Goiás,go,Goianésia,7779461,,2021-01-06,,,,,,0.0,0.0,1.0,0,0.0,0,True,True
155,Goiás,go,Goiânia,980016278453865,,2020-04-27,,,,,,98.0,13.0,2.0,2,0.0,0,True,True
2643,Goiás,go,Goiânia,6450091,,2020-05-14,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
124,Goiás,go,Goiânia,700003838757607,,2020-06-04,,,,,,191.0,54.0,12.0,1,0.0,0,True,True
2664,Goiás,go,Goiânia,700009581066807,,2020-06-16,,,,,,11.0,0.0,1.0,0,0.0,0,True,True
1355,Goiás,go,Goiânia,7000095,,2020-07-11,,,,,,10.0,0.0,4.0,0,3.0,0,True,True
1478,Goiás,go,Goiânia,700002776518603,,2020-09-17,,,,,,101.0,22.0,4.0,1,0.0,0,True,True
770,Goiás,go,Goiânia,86126,,2021-01-06,,,,,,36.0,45.0,33.0,36,4.0,1,True,True
1057,Goiás,go,Goiânia,2664836,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
3405,Goiás,go,Goiânia,2518058,,2021-01-06,,,,,,0.0,0.0,5.0,4,3.0,1,True,True
2269,Goiás,go,Guapó,2437600,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,8,True,True
958,Goiás,go,Guaraíta,2336650,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
571,Goiás,go,Inhumas,7989458,,2021-01-05,,,,,,2.0,0.0,2.0,0,0.0,0,True,True
1395,Goiás,go,Ipameri,980016289095957,,2020-05-24,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
552,Goiás,go,Israelândia,2382601,,2021-01-05,,,,,,0.0,0.0,0.0,0,73.0,1,True,True
156,Goiás,go,Itaberaí,980016285210212,,2020-05-07,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1604,Goiás,go,Itaguari,2361884,,2020-12-15,,,,,,0.0,0.0,0.0,0,0.0,6,True,True
1393,Goiás,go,Jandaia,704800028291042,,2020-05-25,,,,,,3.0,0.0,0.0,0,0.0,0,True,True
372,Goiás,go,Jesúpolis,5288525,,2020-12-18,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1444,Goiás,go,Marzagão,706304794473576,,2020-08-31,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1418,Goiás,go,Mineiros,7813767,,2020-08-19,,,,,,11.0,1.0,2.0,0,3.0,0,True,True
295,Goiás,go,Mineiros,6488676,,2020-11-10,,,,,,1.0,4.0,1.0,4,0.0,0,True,True
117,Goiás,go,Moiporá,8007608,,2020-07-16,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
265,Goiás,go,Moiporá,2442981,,2020-10-16,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2237,Goiás,go,Mossâmedes,2381958,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
194,Goiás,go,Nova Iguaçu de Goiás,2436965,,2020-08-28,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1491,Goiás,go,Nova Veneza,2381877,,2020-09-24,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
377,Goiás,go,Novo Gama,2383462,,2020-12-21,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1620,Goiás,go,Novo Gama,7989652,,2020-12-21,,,,,,0.0,0.0,0.0,0,0.0,77,True,True
2235,Goiás,go,Ouro Verde de Goiás,2381826,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2657,Goiás,go,Padre Bernardo,702409045899628,,2020-06-30,,,,,,2.0,0.0,0.0,0,0.0,0,True,True
1360,Goiás,go,Pires do Rio,705000402838152,,2020-07-12,,,,,,4.0,0.0,3.0,0,1.0,0,True,True
1139,Goiás,go,Posse,6407005,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1855,Goiás,go,Sanclerlândia,701404614483738,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
292,Goiás,go,Senador Canedo,7157681,,2020-11-08,,,,,,6.0,0.0,0.0,0,0.0,0,True,True
334,Goiás,go,Senador Canedo,2769018,,2020-12-03,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1041,Goiás,go,Senador Canedo,2569256,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2245,Goiás,go,Senador Canedo,2384124,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2967,Goiás,go,São Francisco de Goiás,2535319,,2021-01-01,,,,,,0.0,0.0,0.0,0,0.0,5,True,True
1398,Goiás,go,São Luís de Montes Belos,706500323934799,,2020-05-26,,,,,,0.0,0.0,1.0,0,28052021.0,0,True,True
388,Goiás,go,Sítio d'Abadia,2382814,,2020-12-23,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
2243,Goiás,go,Teresina de Goiás,2383241,,2021-01-06,,,,,,0.0,0.0,0.0,0,0.0,1,True,True
2840,Goiás,go,Uruaçu,9138153,,2020-11-25,,,,,,3.0,0.0,0.0,0,0.0,0,True,True
373,Goiás,go,Varjão,7618468,,2020-12-19,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
254,Maranhão,ma,Bacabal,1602891,,2020-07-30,,,,,,45.0,5.0,11.0,1,2.0,1,True,True
1505,Maranhão,ma,Bacabal,160289119690000,,2020-09-28,,,,,,24.0,4.0,11.0,4,0.0,0,True,True
1357,Maranhão,ma,Cajari,7610866,,2020-05-01,,,,,,0.0,0.0,0.0,0,1.0,0,True,True
137,Maranhão,ma,Coroatá,703601061329635,,2020-05-21,,,,,,21.0,20.0,0.0,9,0.0,2,True,True
402,Maranhão,ma,Grajaú,0145602,,2020-12-28,,,,,,0.0,0.0,1.0,0,0.0,0,True,True
531,Maranhão,ma,Imperatriz,6929583,,2021-01-05,,,,,,9.0,3.0,5.0,3,2.0,0,True,True
2892,Maranhão,ma,São João dos Patos,6992021,,2020-12-17,,,,,,4.0,1.0,0.0,0,0.0,0,True,True
1383,Maranhão,ma,São Luís,700804952130085,,2020-04-21,,,,,,112.0,24.0,5.0,19,0.0,1,True,True
110,Maranhão,ma,São Luís,6913652,,2020-05-12,,,,,,11.0,3.0,14.0,20,2.0,0,True,True
111,Maranhão,ma,Timon,6928331,,2020-05-23,,,,,,0.0,0.0,2.0,2,0.0,0,True,True
1349,Minas Gerais,mg,Alfenas,2767449,,2020-04-23,,,,,,10.0,12.0,0.0,0,0.0,0,True,True
1364,Minas Gerais,mg,Alpinópolis,704301548015495,,2020-05-29,,,,,,4.0,0.0,1.0,0,0.0,0,True,True
2634,Minas Gerais,mg,Alpinópolis,2231638,,2020-06-02,,,,,,3.0,0.0,0.0,0,0.0,0,True,True
2627,Minas Gerais,mg,Alterosa,21852,,2020-04-20,,,,,,3.0,0.0,0.0,0,0.0,0,True,True
693,Minas Gerais,mg,Andrelândia,980016289990034	,,2021-01-06,,,,,,3.0,0.0,0.0,0,1.0,0,True,True
158,Minas Gerais,mg,Baldim,702003372022182,,2020-04-16,,,,,,0.0,0.0,0.0,0,0.0,0,True,True
1368,Minas Gerais,mg,Belo Horizonte,708700189426695,,2020-05-26,,,,,,248.0,57.0,19.0,10,0.0,0,True,True
1354,Minas Gerais,mg,Boa Esperança,6758983,,2020-05-08,,,,,,-2.0,0.0,2.0,0,0.0,0,True,True
1255,Minas Gerais,mg,Bom Despacho,708508326130678,,2020-10-18,,,,,,12.0,0.0,7.0,9,1.0,0,True,True
541,Minas Gerais,mg,Campestre,3298388,,2021-01-05,,,,,,1.0,0.0,0.0,0,3.0,0,True,True
141,Minas Gerais,mg,Capitólio,980016288086695,,2020-04-27,,,,,,1.0,0.0,0.0,0,0.0,0,True,True
273,Minas Gerais,mg,Carmo do Paranaíba,7802951,,2020-10-25,,,,,,13.0,0.0,1.0,0,0.0,0,True,True
2632,Minas Gerais,mg,Coronel Pacheco,2178672,,2020-06-14,,,,,,4.0,1.0,0.0,1,3.0,0,True,True
2705,Minas Gerais,mg,Divinópolis,109703,,2020-08-26,,,,,,14.0,7.0,14.0,7,0.0,0,True,True
328,Minas Gerais,mg,Esmeraldas,204325308210007,,2020-12-01,,,,,,22.0,2.0,4.0,2,1.0,0,True,True
2633,Minas Gerais,mg,Governador Valadares,2220164,,2020-06-25,,,,,,116.0,8.0,12.0,21,0.0,0,True,True
131,Minas Gerais,mg,Guapé,	700505932638052,,2020-04-20,,,,,,2.0,0.0,0.0,0,0.0,0,True,True
1373,Minas Gerais,mg,Guapé,980016295111187,,2020-06-10,,,,,,1.0,0.0,0.0,0,0.0,0,True,True
